Dex,Name,Type1,Type2,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,Total,Level-Up Moves
73,Tentacruel,Water,Poison,80,70,65,80,120,100,515,Wrap (Lv 1); Poison Sting (Lv 1); Acid (Lv 1); Water Gun (Lv 1); Reflect Type (Lv 1); Supersonic (Lv 12); Water Pulse (Lv 16); Screech (Lv 20); Bubble Beam (Lv 24); Hex (Lv 28); Acid Armor (Lv 34); Poison Jab (Lv 40); Surf (Lv 46); Sludge Wave (Lv 52); Hydro Pump (Lv 58)
74,Geodude,Rock,Ground,40,80,100,30,30,20,300,Tackle (Lv 1); Defense Curl (Lv 1); Rock Polish (Lv 6); Rollout (Lv 10); Bulldoze (Lv 12); Rock Throw (Lv 16); Smack Down (Lv 18); Self-Destruct (Lv 24); Stealth Rock (Lv 28); Rock Blast (Lv 30); Earthquake (Lv 34); Explosion (Lv 36); Double-Edge (Lv 40); Stone Edge (Lv 42)
75,Graveler,Rock,Ground,55,95,115,45,45,35,390,Tackle (Lv 1); Defense Curl (Lv 1); Rock Polish (Lv 1); Rollout (Lv 10); Bulldoze (Lv 12); Rock Throw (Lv 16); Smack Down (Lv 18); Self-Destruct (Lv 24); Stealth Rock (Lv 30); Rock Blast (Lv 34); Earthquake (Lv 40); Explosion (Lv 44); Double-Edge (Lv 50); Stone Edge (Lv 54)
76,Golem,Rock,Ground,80,120,130,55,65,45,495,Tackle (Lv 1); Defense Curl (Lv 1); Rock Polish (Lv 1); Heavy Slam (Lv 1); Rock Throw (Lv 16); Smack Down (Lv 18); Bulldoze (Lv 22); Self-Destruct (Lv 24); Stealth Rock (Lv 30); Rock Blast (Lv 34); Earthquake (Lv 40); Explosion (Lv 44); Double-Edge (Lv 50); Stone Edge (Lv 54)
77,Ponyta,Fire,,50,85,55,65,65,90,410,Tackle (Lv 1); Growl (Lv 1); Tail Whip (Lv 5); Ember (Lv 10); Flame Charge (Lv 15); Agility (Lv 20); Flame Wheel (Lv 25); Stomp (Lv 30); Fire Spin (Lv 35); Take Down (Lv 41); Inferno (Lv 45); Fire Blast (Lv 50); Flare Blitz (Lv 55)
78,Rapidash,Fire,,65,100,70,80,80,105,500,Smart Strike (Lv 0); Megahorn (Lv 1); Poison Jab (Lv 1); Tackle (Lv 1); Quick Attack (Lv 1); Growl (Lv 1); Tail Whip (Lv 1); Ember (Lv 1); Flame Charge (Lv 15); Agility (Lv 20); Flame Wheel (Lv 25); Stomp (Lv 30); Fire Spin (Lv 35); Take Down (Lv 43); Inferno (Lv 49); Fire Blast (Lv 56); Flare Blitz (Lv 63)
79,Slowpoke,Water,Psychic,90,65,65,40,40,15,315,Tackle (Lv 1); Curse (Lv 1); Growl (Lv 3); Water Gun (Lv 6); Yawn (Lv 9); Confusion (Lv 12); Disable (Lv 15); Water Pulse (Lv 18); Headbutt (Lv 21); Zen Headbutt (Lv 24); Amnesia (Lv 27); Surf (Lv 30); Slack Off (Lv 33); Psychic (Lv 36); Psych Up (Lv 39); Rain Dance (Lv 42); Heal Pulse (Lv 45)
80,Slowbro,Water,Psychic,95,75,110,100,80,30,490,Withdraw (Lv 1); Tackle (Lv 1); Growl (Lv 1); Water Gun (Lv 1); Curse (Lv 1); Yawn (Lv 9); Confusion (Lv 12); Disable (Lv 15); Water Pulse (Lv 18); Headbutt (Lv 21); Zen Headbutt (Lv 24); Amnesia (Lv 27); Surf (Lv 30); Slack Off (Lv 33); Psychic (Lv 36); Psych Up (Lv 41); Rain Dance (Lv 46); Heal Pulse (Lv 51)
81,Magnemite,Electric,Steel,25,35,70,95,55,45,325,Tackle (Lv 1); Thunder Shock (Lv 1); Supersonic (Lv 4); Thunder Wave (Lv 8); Electro Ball (Lv 12); Gyro Ball (Lv 16); Spark (Lv 20); Screech (Lv 24); Magnet Rise (Lv 28); Flash Cannon (Lv 32); Discharge (Lv 36); Metal Sound (Lv 40); Light Screen (Lv 44); Lock-On (Lv 48); Zap Cannon (Lv 52)
82,Magneton,Electric,Steel,50,60,95,120,70,70,465,Tri Attack (Lv 0); Thunder Wave (Lv 1); Electric Terrain (Lv 1); Tackle (Lv 1); Supersonic (Lv 1); Thunder Shock (Lv 1); Electro Ball (Lv 12); Gyro Ball (Lv 16); Spark (Lv 20); Screech (Lv 24); Magnet Rise (Lv 28); Flash Cannon (Lv 34); Discharge (Lv 40); Metal Sound (Lv 46); Light Screen (Lv 52); Lock-On (Lv 58); Zap Cannon (Lv 64)
83,Farfetch’d,Normal,Flying,52,90,55,58,62,60,377,Peck (Lv 1); Sand Attack (Lv 1); Leer (Lv 5); Fury Cutter (Lv 10); Cut (Lv 15); Aerial Ace (Lv 20); Air Cutter (Lv 25); Knock Off (Lv 30); False Swipe (Lv 35); Slash (Lv 40); Swords Dance (Lv 45); Air Slash (Lv 50); Leaf Blade (Lv 55); Agility (Lv 60); Brave Bird (Lv 65)
84,Doduo,Normal,Flying,35,85,45,35,35,75,310,Growl (Lv 1); Peck (Lv 1); Quick Attack (Lv 5); Fury Attack (Lv 9); Pluck (Lv 14); Double Hit (Lv 19); Agility (Lv 23); Uproar (Lv 27); Acupressure (Lv 30); Swords Dance (Lv 33); Drill Peck (Lv 36); Endeavor (Lv 39); Thrash (Lv 43)
85,Dodrio,Normal,Flying,60,110,70,60,60,110,470,Tri Attack (Lv 0); Growl (Lv 1); Peck (Lv 1); Quick Attack (Lv 1); Fury Attack (Lv 12); Pluck (Lv 15); Double Hit (Lv 19); Agility (Lv 23); Uproar (Lv 26); Acupressure (Lv 30); Swords Dance (Lv 34); Drill Peck (Lv 38); Endeavor (Lv 43); Thrash (Lv 50)
86,Seel,Water,,65,45,55,45,70,45,325,Headbutt (Lv 1); Growl (Lv 3); Charm (Lv 7); Icy Wind (Lv 11); Encore (Lv 13); Ice Shard (Lv 17); Rest (Lv 21); Aqua Ring (Lv 23); Aurora Beam (Lv 27); Aqua Jet (Lv 31); Brine (Lv 33); Take Down (Lv 37); Dive (Lv 41); Aqua Tail (Lv 43); Ice Beam (Lv 47); Safeguard (Lv 51); Snowscape (Lv 53)
87,Dewgong,Water,Ice,90,70,80,70,95,70,475,Sheer Cold (Lv 0); Headbutt (Lv 1); Growl (Lv 1); Icy Wind (Lv 1); Encore (Lv 13); Ice Shard (Lv 17); Rest (Lv 21); Aqua Ring (Lv 23); Aurora Beam (Lv 27); Aqua Jet (Lv 31); Brine (Lv 33); Take Down (Lv 39); Dive (Lv 45); Aqua Tail (Lv 49); Ice Beam (Lv 55); Safeguard (Lv 61); Snowscape (Lv 65)
88,Grimer,Poison,,80,80,50,40,50,25,325,Pound (Lv 1); Poison Gas (Lv 1); Harden (Lv 4); Mud-Slap (Lv 7); Disable (Lv 12); Sludge (Lv 15); Mud Shot (Lv 18); Minimize (Lv 21); Toxic (Lv 26); Sludge Bomb (Lv 29); Sludge Wave (Lv 32); Screech (Lv 37); Gunk Shot (Lv 40); Acid Armor (Lv 43); Belch (Lv 46); Memento (Lv 48)
89,Muk,Poison,,105,105,75,65,100,50,500,Pound (Lv 1); Harden (Lv 1); Poison Gas (Lv 1); Mud-Slap (Lv 1); Disable (Lv 12); Sludge (Lv 15); Mud Shot (Lv 18); Minimize (Lv 21); Toxic (Lv 26); Sludge Bomb (Lv 29); Sludge Wave (Lv 32); Screech (Lv 37); Gunk Shot (Lv 40); Acid Armor (Lv 46); Belch (Lv 52); Memento (Lv 57)
90,Shellder,Water,,30,65,100,45,25,40,305,Tackle (Lv 1); Water Gun (Lv 1); Withdraw (Lv 4); Ice Shard (Lv 8); Leer (Lv 12); Whirlpool (Lv 16); Supersonic (Lv 20); Aurora Beam (Lv 24); Protect (Lv 28); Razor Shell (Lv 32); Iron Defense (Lv 36); Ice Beam (Lv 40); Shell Smash (Lv 44); Hydro Pump (Lv 48)
91,Cloyster,Water,Ice,50,95,180,85,45,70,525,Icicle Spear (Lv 0); Icicle Crash (Lv 1); Shell Smash (Lv 1); Ice Shard (Lv 1); Toxic Spikes (Lv 1); Iron Defense (Lv 1); Whirlpool (Lv 1); Spikes (Lv 1); Protect (Lv 1); Withdraw (Lv 1); Aurora Beam (Lv 1); Ice Beam (Lv 1); Hydro Pump (Lv 1); Water Gun (Lv 1); Supersonic (Lv 1); Leer (Lv 1); Tackle (Lv 1); Razor Shell (Lv 5)
92,Gastly,Ghost,Poison,30,35,30,100,35,80,310,Confuse Ray (Lv 1); Lick (Lv 1); Hypnosis (Lv 4); Mean Look (Lv 8); Payback (Lv 12); Spite (Lv 16); Curse (Lv 20); Hex (Lv 24); Night Shade (Lv 28); Sucker Punch (Lv 32); Dark Pulse (Lv 36); Shadow Ball (Lv 40); Destiny Bond (Lv 44); Dream Eater (Lv 48)
93,Haunter,Ghost,Poison,45,50,45,115,55,95,405,Shadow Punch (Lv 0); Hypnosis (Lv 1); Confuse Ray (Lv 1); Lick (Lv 1); Mean Look (Lv 1); Payback (Lv 12); Spite (Lv 16); Curse (Lv 20); Hex (Lv 24); Night Shade (Lv 30); Sucker Punch (Lv 36); Dark Pulse (Lv 42); Shadow Ball (Lv 48); Destiny Bond (Lv 54); Dream Eater (Lv 60)
94,Gengar,Ghost,Poison,60,65,60,130,75,110,500,Mean Look (Lv 1); Shadow Punch (Lv 1); Reflect Type (Lv 1); Perish Song (Lv 1); Lick (Lv 1); Confuse Ray (Lv 1); Hypnosis (Lv 1); Payback (Lv 12); Spite (Lv 16); Curse (Lv 20); Hex (Lv 24); Night Shade (Lv 30); Sucker Punch (Lv 36); Dark Pulse (Lv 42); Shadow Ball (Lv 48); Destiny Bond (Lv 54); Dream Eater (Lv 60)
95,Onix,Rock,Ground,35,45,160,30,45,70,385,Tackle (Lv 1); Harden (Lv 1); Bind (Lv 1); Rock Throw (Lv 1); Smack Down (Lv 4); Rock Polish (Lv 8); Dragon Breath (Lv 12); Curse (Lv 16); Rock Slide (Lv 20); Screech (Lv 24); Sand Tomb (Lv 28); Stealth Rock (Lv 32); Slam (Lv 36); Sandstorm (Lv 40); Dig (Lv 44); Iron Tail (Lv 48); Stone Edge (Lv 52); Double-Edge (Lv 56)
96,Drowzee,Psychic,,60,48,45,43,90,42,328,Pound (Lv 1); Hypnosis (Lv 1); Disable (Lv 5); Confusion (Lv 9); Headbutt (Lv 13); Poison Gas (Lv 17); Psybeam (Lv 21); Psych Up (Lv 25); Zen Headbutt (Lv 29); Swagger (Lv 33); Psychic (Lv 37); Nasty Plot (Lv 41); Psyshock (Lv 45); Future Sight (Lv 49)
97,Hypno,Psychic,,85,73,70,73,115,67,483,Pound (Lv 1); Disable (Lv 1); Confusion (Lv 1); Hypnosis (Lv 1); Switcheroo (Lv 1); Headbutt (Lv 13); Poison Gas (Lv 17); Psybeam (Lv 21); Psych Up (Lv 25); Zen Headbutt (Lv 32); Swagger (Lv 37); Psychic (Lv 42); Nasty Plot (Lv 47); Psyshock (Lv 51); Future Sight (Lv 56)
98,Krabby,Water,,30,105,90,25,25,50,325,Water Gun (Lv 1); Leer (Lv 1); Harden (Lv 4); Metal Claw (Lv 8); Mud Shot (Lv 12); Protect (Lv 16); Bubble Beam (Lv 20); Stomp (Lv 24); Flail (Lv 29); Razor Shell (Lv 32); Slam (Lv 36); Swords Dance (Lv 40); Crabhammer (Lv 44); Guillotine (Lv 48)
99,Kingler,Water,,55,130,115,50,50,75,475,Wide Guard (Lv 1); Hammer Arm (Lv 1); Water Gun (Lv 1); Leer (Lv 1); Harden (Lv 1); Metal Claw (Lv 1); Mud Shot (Lv 12); Protect (Lv 16); Bubble Beam (Lv 20); Stomp (Lv 24); Flail (Lv 31); Razor Shell (Lv 36); Slam (Lv 42); Swords Dance (Lv 48); Crabhammer (Lv 54); Guillotine (Lv 60)
100,Voltorb,Electric,,40,30,50,55,55,100,330,Charge (Lv 1); Tackle (Lv 1); Thunder Shock (Lv 4); Eerie Impulse (Lv 6); Spark (Lv 9); Rollout (Lv 11); Screech (Lv 13); Charge Beam (Lv 16); Swift (Lv 20); Electro Ball (Lv 22); Self-Destruct (Lv 26); Light Screen (Lv 29); Magnet Rise (Lv 34); Discharge (Lv 37); Explosion (Lv 41); Gyro Ball (Lv 46); Mirror Coat (Lv 50)
101,Electrode,Electric,,60,50,70,80,80,150,490,Eerie Impulse (Lv 1); Charge (Lv 1); Magnetic Flux (Lv 1); Tackle (Lv 1); Thunder Shock (Lv 1); Spark (Lv 9); Rollout (Lv 11); Screech (Lv 13); Charge Beam (Lv 16); Swift (Lv 20); Electro Ball (Lv 22); Self-Destruct (Lv 26); Light Screen (Lv 29); Magnet Rise (Lv 36); Discharge (Lv 41); Explosion (Lv 47); Gyro Ball (Lv 54); Mirror Coat (Lv 58)
102,Exeggcute,Grass,Psychic,60,40,80,60,45,40,325,Absorb (Lv 1); Hypnosis (Lv 1); Reflect (Lv 5); Leech Seed (Lv 10); Mega Drain (Lv 15); Confusion (Lv 20); Synthesis (Lv 25); Bullet Seed (Lv 30); Giga Drain (Lv 35); Extrasensory (Lv 40); Uproar (Lv 45); Worry Seed (Lv 50); Solar Beam (Lv 55)
103,Exeggutor,Grass,Psychic,95,95,85,125,75,55,530,Stomp (Lv 0); Leaf Storm (Lv 1); Seed Bomb (Lv 1); Worry Seed (Lv 1); Bullet Seed (Lv 1); Extrasensory (Lv 1); Uproar (Lv 1); Synthesis (Lv 1); Psyshock (Lv 1); Reflect (Lv 1); Hypnosis (Lv 1); Confusion (Lv 1); Solar Beam (Lv 1); Leech Seed (Lv 1); Mega Drain (Lv 1); Absorb (Lv 1); Wood Hammer (Lv 1); Giga Drain (Lv 1)
104,Cubone,Ground,,50,50,95,40,50,35,320,Mud-Slap (Lv 1); Growl (Lv 1); Tail Whip (Lv 4); False Swipe (Lv 8); Headbutt (Lv 12); Retaliate (Lv 16); Fling (Lv 20); Stomping Tantrum (Lv 24); Bone Rush (Lv 29); Focus Energy (Lv 32); Endeavor (Lv 36); Bonemerang (Lv 40); Thrash (Lv 44); Double-Edge (Lv 48)
105,Marowak,Ground,,60,80,110,50,80,45,425,Mud-Slap (Lv 1); Growl (Lv 1); Tail Whip (Lv 1); False Swipe (Lv 1); Headbutt (Lv 12); Retaliate (Lv 16); Fling (Lv 20); Stomping Tantrum (Lv 24); Bone Rush (Lv 31); Focus Energy (Lv 36); Endeavor (Lv 42); Bonemerang (Lv 48); Thrash (Lv 54); Double-Edge (Lv 60)
106,Hitmonlee,Fighting,,50,120,53,35,110,87,455,Brick Break (Lv 0); Fake Out (Lv 1); Tackle (Lv 1); Helping Hand (Lv 1); Focus Energy (Lv 1); Low Sweep (Lv 1); Double Kick (Lv 4); Low Kick (Lv 8); Endure (Lv 12); Sucker Punch (Lv 16); Wide Guard (Lv 21); Blaze Kick (Lv 24); Feint (Lv 28); Mega Kick (Lv 32); Close Combat (Lv 36); Reversal (Lv 40); High Jump Kick (Lv 44); Axe Kick (Lv 50)
107,Hitmonchan,Fighting,,50,105,79,35,110,76,455,Drain Punch (Lv 0); Feint (Lv 1); Tackle (Lv 1); Helping Hand (Lv 1); Fake Out (Lv 1); Focus Energy (Lv 1); Mach Punch (Lv 4); Vacuum Wave (Lv 8); Detect (Lv 12); Bullet Punch (Lv 16); Quick Guard (Lv 21); Thunder Punch (Lv 24); Ice Punch (Lv 24); Fire Punch (Lv 24); Agility (Lv 28); Mega Punch (Lv 32); Close Combat (Lv 36); Counter (Lv 40); Focus Punch (Lv 44)
108,Lickitung,Normal,,90,55,75,60,75,30,385,Lick (Lv 1); Defense Curl (Lv 1); Rollout (Lv 6); Supersonic (Lv 12); Wrap (Lv 18); Disable (Lv 24); Stomp (Lv 30); Knock Off (Lv 36); Screech (Lv 42); Slam (Lv 48); Power Whip (Lv 54); Belly Drum (Lv 60)
109,Koffing,Poison,,40,65,95,60,45,35,340,Tackle (Lv 1); Poison Gas (Lv 1); Smog (Lv 4); Smokescreen (Lv 8); Clear Smog (Lv 12); Assurance (Lv 16); Sludge (Lv 20); Haze (Lv 24); Self-Destruct (Lv 28); Sludge Bomb (Lv 32); Toxic (Lv 36); Belch (Lv 40); Explosion (Lv 44); Memento (Lv 48); Destiny Bond (Lv 52)
110,Weezing,Poison,,65,90,120,85,70,60,490,Double Hit (Lv 0); Tackle (Lv 1); Smokescreen (Lv 1); Smog (Lv 1); Poison Gas (Lv 1); Heat Wave (Lv 1); Clear Smog (Lv 12); Assurance (Lv 16); Sludge (Lv 20); Haze (Lv 24); Self-Destruct (Lv 28); Sludge Bomb (Lv 32); Toxic (Lv 38); Belch (Lv 44); Explosion (Lv 50); Memento (Lv 56); Destiny Bond (Lv 62)
111,Rhyhorn,Ground,Rock,80,85,95,30,30,25,345,Tackle (Lv 1); Tail Whip (Lv 1); Smack Down (Lv 5); Bulldoze (Lv 10); Horn Attack (Lv 15); Scary Face (Lv 20); Stomp (Lv 25); Rock Blast (Lv 30); Drill Run (Lv 35); Take Down (Lv 40); Earthquake (Lv 45); Stone Edge (Lv 50); Megahorn (Lv 55); Horn Drill (Lv 60)
112,Rhydon,Ground,Rock,105,130,120,45,45,40,485,Hammer Arm (Lv 0); Tackle (Lv 1); Tail Whip (Lv 1); Smack Down (Lv 1); Bulldoze (Lv 1); Horn Attack (Lv 15); Scary Face (Lv 20); Stomp (Lv 25); Rock Blast (Lv 30); Drill Run (Lv 35); Take Down (Lv 40); Earthquake (Lv 47); Stone Edge (Lv 54); Megahorn (Lv 61); Horn Drill (Lv 68)
113,Chansey,Normal,,250,5,5,35,105,50,450,Charm (Lv 1); Copycat (Lv 1); Covet (Lv 1); Disarming Voice (Lv 1); Sweet Kiss (Lv 1); Pound (Lv 1); Defense Curl (Lv 1); Tail Whip (Lv 4); Echoed Voice (Lv 8); Life Dew (Lv 12); Sing (Lv 16); Fling (Lv 20); Take Down (Lv 24); Heal Pulse (Lv 28); Helping Hand (Lv 32); Light Screen (Lv 36); Double-Edge (Lv 40); Soft-Boiled (Lv 44); Last Resort (Lv 48); Healing Wish (Lv 52)
114,Tangela,Grass,,65,55,115,100,40,60,435,Absorb (Lv 1); Bind (Lv 1); Stun Spore (Lv 4); Growth (Lv 8); Mega Drain (Lv 12); Vine Whip (Lv 16); Poison Powder (Lv 20); Ancient Power (Lv 24); Knock Off (Lv 28); Giga Drain (Lv 32); Sleep Powder (Lv 36); Slam (Lv 40); Tickle (Lv 44); Power Whip (Lv 48); Ingrain (Lv 52); Grassy Terrain (Lv 56)
115,Kangaskhan,Normal,,105,95,80,40,80,90,490,Pound (Lv 1); Tail Whip (Lv 1); Growl (Lv 4); Fake Out (Lv 8); Bite (Lv 12); Stomp (Lv 16); Focus Energy (Lv 20); Headbutt (Lv 24); Sucker Punch (Lv 28); Double Hit (Lv 32); Crunch (Lv 36); Endure (Lv 40); Reversal (Lv 44); Outrage (Lv 48); Last Resort (Lv 52)
116,Horsea,Water,,30,40,70,70,25,60,295,Leer (Lv 1); Water Gun (Lv 1); Smokescreen (Lv 5); Twister (Lv 10); Focus Energy (Lv 15); Dragon Breath (Lv 20); Bubble Beam (Lv 25); Agility (Lv 30); Water Pulse (Lv 35); Dragon Pulse (Lv 40); Hydro Pump (Lv 45); Dragon Dance (Lv 50); Rain Dance (Lv 55)
117,Seadra,Water,,55,65,95,95,45,85,440,Leer (Lv 1); Water Gun (Lv 1); Smokescreen (Lv 1); Twister (Lv 1); Focus Energy (Lv 15); Dragon Breath (Lv 20); Bubble Beam (Lv 25); Agility (Lv 30); Water Pulse (Lv 37); Dragon Pulse (Lv 44); Hydro Pump (Lv 51); Dragon Dance (Lv 58); Rain Dance (Lv 65)
118,Goldeen,Water,,45,67,60,35,50,63,320,Peck (Lv 1); Tail Whip (Lv 1); Supersonic (Lv 5); Water Pulse (Lv 10); Horn Attack (Lv 15); Agility (Lv 20); Aqua Ring (Lv 25); Flail (Lv 30); Waterfall (Lv 35); Soak (Lv 40); Megahorn (Lv 45); Horn Drill (Lv 50)
119,Seaking,Water,,80,92,65,65,80,68,450,Peck (Lv 1); Tail Whip (Lv 1); Supersonic (Lv 1); Water Pulse (Lv 1); Horn Attack (Lv 15); Agility (Lv 20); Aqua Ring (Lv 25); Flail (Lv 30); Waterfall (Lv 37); Soak (Lv 44); Megahorn (Lv 51); Horn Drill (Lv 58)
120,Staryu,Water,,30,45,55,70,55,85,340,Tackle (Lv 1); Harden (Lv 1); Water Gun (Lv 4); Confuse Ray (Lv 8); Rapid Spin (Lv 12); Minimize (Lv 16); Swift (Lv 20); Psybeam (Lv 24); Brine (Lv 28); Light Screen (Lv 32); Power Gem (Lv 36); Psychic (Lv 40); Surf (Lv 44); Recover (Lv 48); Cosmic Power (Lv 52); Hydro Pump (Lv 56)
121,Starmie,Water,Psychic,60,75,85,100,85,115,520,Rapid Spin (Lv 1); Minimize (Lv 1); Swift (Lv 1); Psybeam (Lv 1); Brine (Lv 1); Light Screen (Lv 1); Power Gem (Lv 1); Psychic (Lv 1); Surf (Lv 1); Recover (Lv 1); Cosmic Power (Lv 1); Hydro Pump (Lv 1); Tackle (Lv 1); Harden (Lv 1); Water Gun (Lv 1); Confuse Ray (Lv 1)
122,Mr. Mime,Psychic,Fairy,40,45,65,100,120,90,460,Quick Guard (Lv 1); Wide Guard (Lv 1); Power Swap (Lv 1); Guard Swap (Lv 1); Pound (Lv 1); Copycat (Lv 1); Baton Pass (Lv 1); Encore (Lv 1); Confusion (Lv 12); Role Play (Lv 16); Protect (Lv 20); Recycle (Lv 24); Psybeam (Lv 28); Mimic (Lv 32); Light Screen (Lv 36); Reflect (Lv 36); Safeguard (Lv 36); Sucker Punch (Lv 40); Dazzling Gleam (Lv 44); Psychic (Lv 48); Teeter Dance (Lv 52)
123,Scyther,Bug,Flying,70,110,80,55,80,105,500,Leer (Lv 1); Quick Attack (Lv 1); Fury Cutter (Lv 4); False Swipe (Lv 8); Wing Attack (Lv 12); Double Team (Lv 16); Double Hit (Lv 20); Slash (Lv 24); Focus Energy (Lv 28); Agility (Lv 32); Air Slash (Lv 36); X-Scissor (Lv 40); Swords Dance (Lv 44)
124,Jynx,Ice,Psychic,65,50,35,115,95,95,455,Sweet Kiss (Lv 1); Lick (Lv 1); Pound (Lv 1); Powder Snow (Lv 1); Copycat (Lv 1); Confusion (Lv 12); Covet (Lv 16); Sing (Lv 20); Fake Tears (Lv 24); Ice Punch (Lv 28); Psychic (Lv 34); Lovely Kiss (Lv 40); Mean Look (Lv 46); Perish Song (Lv 52); Blizzard (Lv 58)
125,Electabuzz,Electric,,65,83,57,95,85,105,490,Leer (Lv 1); Thunder Shock (Lv 1); Quick Attack (Lv 1); Charge (Lv 1); Swift (Lv 12); Shock Wave (Lv 16); Thunder Wave (Lv 20); Screech (Lv 24); Thunder Punch (Lv 28); Discharge (Lv 34); Low Kick (Lv 40); Thunderbolt (Lv 46); Light Screen (Lv 52); Thunder (Lv 58); Giga Impact (Lv 64)
126,Magmar,Fire,,65,95,57,100,85,93,495,Leer (Lv 1); Ember (Lv 1); Smokescreen (Lv 1); Smog (Lv 1); Clear Smog (Lv 12); Flame Wheel (Lv 16); Confuse Ray (Lv 20); Scary Face (Lv 24); Fire Punch (Lv 28); Lava Plume (Lv 34); Low Kick (Lv 40); Flamethrower (Lv 46); Sunny Day (Lv 52); Fire Blast (Lv 58); Hyper Beam (Lv 64)
127,Pinsir,Bug,,65,125,100,55,70,85,500,Vise Grip (Lv 1); Harden (Lv 1); Focus Energy (Lv 4); Bind (Lv 8); Seismic Toss (Lv 12); Bug Bite (Lv 16); Storm Throw (Lv 20); Double Hit (Lv 24); Vital Throw (Lv 28); X-Scissor (Lv 32); Strength (Lv 36); Swords Dance (Lv 40); Submission (Lv 44); Guillotine (Lv 48); Superpower (Lv 52)
128,Tauros,Normal,,75,100,95,40,70,110,490,Tackle (Lv 1); Tail Whip (Lv 1); Work Up (Lv 5); Payback (Lv 10); Assurance (Lv 15); Horn Attack (Lv 20); Scary Face (Lv 25); Zen Headbutt (Lv 30); Raging Bull (Lv 35); Rest (Lv 40); Swagger (Lv 45); Thrash (Lv 50); Double-Edge (Lv 55); Giga Impact (Lv 60)
129,Magikarp,Water,,20,10,55,15,20,80,200,Splash (Lv 1); Tackle (Lv 15); Flail (Lv 25)
130,Gyarados,Water,Flying,95,125,79,60,100,81,540,Bite (Lv 0); Tackle (Lv 1); Leer (Lv 1); Twister (Lv 1); Splash (Lv 1); Flail (Lv 1); Whirlpool (Lv 4); Ice Fang (Lv 8); Brine (Lv 12); Scary Face (Lv 16); Waterfall (Lv 21); Crunch (Lv 24); Rain Dance (Lv 28); Aqua Tail (Lv 32); Dragon Dance (Lv 36); Hydro Pump (Lv 40); Hurricane (Lv 44); Thrash (Lv 48); Hyper Beam (Lv 52)
131,Lapras,Water,Ice,130,85,80,85,95,60,535,Growl (Lv 1); Water Gun (Lv 1); Sing (Lv 5); Mist (Lv 10); Life Dew (Lv 15); Ice Shard (Lv 20); Confuse Ray (Lv 25); Water Pulse (Lv 30); Brine (Lv 35); Body Slam (Lv 40); Ice Beam (Lv 45); Rain Dance (Lv 50); Hydro Pump (Lv 55); Perish Song (Lv 60); Sheer Cold (Lv 65)
132,Ditto,Normal,,48,48,48,48,48,48,288,Transform (Lv 1)
133,Eevee,Normal,,55,55,50,45,65,55,325,Tackle (Lv 1); Tail Whip (Lv 1); Growl (Lv 1); Helping Hand (Lv 1); Covet (Lv 1); Sand Attack (Lv 5); Quick Attack (Lv 10); Baby-Doll Eyes (Lv 15); Swift (Lv 20); Bite (Lv 25); Copycat (Lv 30); Baton Pass (Lv 35); Take Down (Lv 40); Charm (Lv 45); Double-Edge (Lv 50); Last Resort (Lv 55)
134,Vaporeon,Water,,130,65,60,110,95,65,525,Water Gun (Lv 0); Tackle (Lv 1); Take Down (Lv 1); Double-Edge (Lv 1); Tail Whip (Lv 1); Bite (Lv 1); Growl (Lv 1); Copycat (Lv 1); Covet (Lv 1); Helping Hand (Lv 1); Swift (Lv 1); Baton Pass (Lv 1); Charm (Lv 1); Sand Attack (Lv 5); Quick Attack (Lv 10); Baby-Doll Eyes (Lv 15); Haze (Lv 20); Water Pulse (Lv 25); Aurora Beam (Lv 30); Aqua Ring (Lv 35); Muddy Water (Lv 40); Acid Armor (Lv 45); Hydro Pump (Lv 50); Last Resort (Lv 55)
135,Jolteon,Electric,,65,65,60,110,95,130,525,Thunder Shock (Lv 0); Baton Pass (Lv 1); Swift (Lv 1); Helping Hand (Lv 1); Covet (Lv 1); Charm (Lv 1); Bite (Lv 1); Growl (Lv 1); Tail Whip (Lv 1); Double-Edge (Lv 1); Take Down (Lv 1); Tackle (Lv 1); Copycat (Lv 1); Sand Attack (Lv 5); Quick Attack (Lv 10); Baby-Doll Eyes (Lv 15); Thunder Wave (Lv 20); Double Kick (Lv 25); Thunder Fang (Lv 30); Pin Missile (Lv 35); Discharge (Lv 40); Agility (Lv 45); Thunder (Lv 50); Last Resort (Lv 55)
136,Flareon,Fire,,65,130,60,95,110,65,525,Ember (Lv 0); Swift (Lv 1); Tackle (Lv 1); Take Down (Lv 1); Double-Edge (Lv 1); Tail Whip (Lv 1); Copycat (Lv 1); Growl (Lv 1); Covet (Lv 1); Helping Hand (Lv 1); Baton Pass (Lv 1); Charm (Lv 1); Sand Attack (Lv 5); Quick Attack (Lv 10); Baby-Doll Eyes (Lv 15); Smog (Lv 20); Bite (Lv 25); Fire Fang (Lv 30); Fire Spin (Lv 35); Lava Plume (Lv 40); Scary Face (Lv 45); Flare Blitz (Lv 50); Last Resort (Lv 55)
